INDICATOR,EMPLOYMENT STATUS,COUNTRY CODE,PERSONNEL NUMBER,EMPLOYEE FIRSTNAME,EMPLOYEE LASTNAME,EMPLOYEE FULLNAME,EMPLOYEE FULLNAME (ENGLISH),EMPLOYEE FULLNAME (LOCAL LANGUAGE),EMAIL,LAN ID,COMPANY CODE,COMPANY DESCRIPTION,COST CENTER CODE,ORG UNIT DESCRIPTION,EMPLOYEE PAYSCALE,PERONNEL AREA DESCRIPTION,PERSONNEL SUBAREA DESCRIPTION,EMPLOYEE GROUP,CONTRACT TYPE,APPOINTING COMPANY,POSITION TITLE,HIGHEST LEVEL 1,2ND HIGHEST LEVEL 1,LOWEST LEVEL 1,HIGHEST LEVEL 2,LOWEST LEVEL 2,IMMEDIATE MANAGER NAME,IMMEDIATE MANAGER ID,SECONDARY MANAGER NAME,SECONDARY MANAGER ID,LAST HIRING DATE,ORIGINAL HIRING DATE,LOCAL SERVICE DATE,CONFIRMATION DATE,TERMINATION DATE,RETIREMENT DATE,EXPECTED RETURN DATE,LAST SERVICE DATE,DATE TYPE 1,DATE TYPE 2,DATE TYPE 3,DATE TYPE 4,DATE TYPE 5,GENDER,DOB,MARITAL STATUS,NATIONALITY,HANDPHONE_OLD,PERSONAL ID,PERSONAL ID 1,PERSONAL ID 2,PERSONAL ID 3,PERSONAL ID 4,PERSONAL ID 5,ACTION DATE,EMPLOYMENT STATUS CODE,PREFERRED NAME,ORG UNIT CODE,EMPLOYEE PAYSCALE CODE,PERSONNEL AREA CODE,PERSONNEL SUBAREA CODE,EMPLOYEE GROUP CODE,COUNTRY DESC,WORK CONTRACT,WORK CONTRACT DESCRI,JOB CODE,JOB DESCRIPTION,HANDPHONE,GROUP L2 ID,COUNTRY L2 ID,RESERVED1,RESERVED2,RESERVED3,RESERVED4,RESERVED5,RESERVED6,RESERVED7,RESERVED8,RESERVED9,RESERVED10,RESERVED11,RESERVED12,RESERVED13,RESERVED14,RESERVED15,RESERVED16,RESERVED17,RESERVED18,RESERVED19,RESERVED20,RESERVED21,RESERVED22,RESERVED23,RESERVED24,RESERVED25,RESERVED26,RESERVED27,RESERVED28,RESERVED29,RESERVED30
ELHoB,20Rw1,mNRLB,AFZit,VopBb,4vPJw,P2nVj,fNFmn,KXKbC,jnzSC,7tvAz,eBQSb,85PAk,Fe5w1,yIs6Q,D4kJs,KyBSz,wHBcv,3uzdU,hhm90,foMj1,Gefi7,tU8j3,hR38u,hlZVZ,Tz7S7,wJIDp,M7Tll,Nezaf,TivMi,Zp5E0,VZwm8,8CUnF,3FOba,nZafA,ZWjKi,G4Acp,KNEJs,veDB3,bKE3L,YS5D7,onGsL,zhpuD,R9Plu,SuZ59,1uPr0,EJNas,vhARF,ReJb0,Oz1sc,e5xeH,0DSa5,vQkvN,6XvEV,ONjB0,MtTPe,ldcws,1MADh,UWDir,0atn3,E7YaY,KReVy,d1DgW,5E64K,EdELB,CDh20,wYIWn,EMgPo,vxAal,G9OdZ,EDV0H,6yROy,PV4yx,drOWI,scLcJ,bca6d,oIVPC,xqzzh,CRJX8,ZdhEZ,WPAXb,JvAE0,K9vff,z5ko3,BrkSG,afgvR,xs9Sk,cgnEp,Z85mW,JoOtF,NRZ7n,xJnFV,NHtAf,LEOls,VRMsB,3.40E+39,viSXV,ByUEz,I2GY8,ytFOP,mFtpy
pxqM2,GOlVb,olHlo,ykAbY,6wJH0,T56zf,Qa47R,3HYp8,1ZH5b,72gIR,2lmMr,zA2QK,eW2jT,TLiPB,QXFEv,6T8wi,zXwcE,anaju,fgIfO,iU1bj,t0QIq,S7PW8,kDc0e,R4eyp,EfEmN,Jsq5q,t9vY9,gmnRF,WN9OC,4i3p7,A6Qfi,Ht9mk,JEdeo,D6DWa,MKZrp,076QM,vcDCL,K9eAh,t7J52,IqhWG,xOtKI,Vw6l0,EaUwC,C9cMr,LdzDc,PtAQK,9TteY,kjkvi,isfSm,yk87V,4CC0q,FFecF,I7FL9,8PhdX,ec8aT,I4CQQ,xZj9K,ghTWZ,J0ksU,EEZPh,MElZL,pYpKp,hbk5e,X3vYH,w4FNf,PJ6Wz,OEKTU,2PcIw,zqIiK,oMfyC,lQ8pD,mtHDq,NSQAO,aivFO,dH27s,8qV6E,lRFHo,WPh6f,gmAmm,9fiZN,1wPdX,dNYUA,DoGT0,wdRcq,g44Fd,MDAGA,4c1Ee,0edVj,9.60E+03,XR68G,MDOoV,h4AnS,bT7I1,hJLnz,6mCFR,KQ4Q3,N1Br5,NlCBP,zHz9L,1cqIo,uPdG3
kFWgL,vqMYF,br9w0,UFJZz,0J7jZ,I1QG3,7WSGd,vy8bb,tXZxJ,LYiiV,bxi6Q,5HOd7,7Hle8,PK4IM,SC5Mi,qXVg9,0aerK,fmJ5R,cVl3L,jSeYU,qQFBU,NRgWZ,zNxSr,bA3ae,JMP2R,Yu5FP,YfBT8,4WdPT,6p2zR,ZNZ9V,Q8KfG,5BuUM,mIVc8,dOfLz,KelSW,gyjqh,xCQo4,rLyAM,jMz5i,t8FXH,XDjeq,0msM5,rThrg,khtzo,zizPg,YFxXX,s8lB9,GiGCD,N2gv4,FmhPV,TZkle,qhRxJ,f7hFi,dELSK,c7fg8,DAaWf,r0oyn,l8GUG,kehJJ,CQSCY,mh2nS,sYU2C,PC4cK,YF2dC,oMw4Q,ztnsz,Wm45u,NPKH4,2MTzI,GCvqW,eDUtT,ukLrk,z4WLa,6211,LfJyX,Ovh17,65WGe,beZ0y,kZbFG,kDryj,To4CP,AagKD,umUQJ,muq0y,n9Frb,zD9Lb,Zoz7X,sEbRy,3rxJd,zxwlA,k5OXL,ku9Gp,DiQrr,ajUWh,13ceP,tzCzl,XpFnt,QvEAk,4JG1B,RSOYJ,jUBwK
LASb3,oqgl1,4k1C6,sqeAd,XwuD5,cJJpO,MsuIT,TNoWY,ZpVq0,67f0Z,iZipm,P497b,gIOhM,lhyzU,TlNOE,1kOT4,DtyFy,IJPwq,eXwGB,kSNW8,bS8CA,NsClh,8aGFB,mghCx,ERjUb,BQBmY,XCicN,o0Pro,71RiA,peI3b,FDFJU,SBOGq,Elcc1,ry1hO,fXfR7,alRPs,179Nx,GpDuO,QaEru,gTS4u,P3vax,MN5ZS,3UOVi,c8ZHp,rjDFk,UgLFC,Qz3HS,XZXaG,QGVk9,03ADK,VTQbp,hvrrY,y6qWU,PmlML,QRD2u,1.00E+40,BMlFf,V0thy,VfXYX,2T13R,rTXZX,MaOEb,iRJJ2,kGdjW,WGvCn,oXj1v,1YmuI,ZiG8j,DNqld,jDxZU,cjxrz,1fYGJ,ICyN4,n1XG1,91p5Z,DdVPX,tSAfg,dqu4O,a9IxV,2EonM,0A7j2,svTwA,n9ZYd,4Doeg,n8nAJ,PWlzr,zKG9V,bTGKT,SKla2,xas5O,ZolKr,wpBO9,HK6TL,EyeXB,063Gp,mwor3,ukOlf,OYGdz,MRWXK,Vfz0x,t9Na4
HHz3c,YwLv8,gkP1P,vwnbx,czbc9,u2OBt,SjJTc,0tFTX,acSeQ,Ed2ZT,6.61E+06,bWu2N,Wp6lM,9NIL7,WGwbH,VAoQa,Hy0BO,ZnZ1m,N1qFm,XZOSu,1g4Hs,QEFsG,iCAp1,v0iZG,brWDf,bblTD,Q99Me,nBIfn,ogHDC,z5IHT,79qkw,vX88V,Ceqqk,zg4e3,S0APH,xMG7B,7HA2o,E0887,x7Yxw,SBvYZ,oqxvc,VVW2v,NZuug,68oXb,vgTmd,tovPS,irWbr,M2YYa,6WwYi,dWoba,wLEHM,xR2pn,PJVqh,KFWwk,jRJfa,HRk6V,yE8uz,kNF7f,SKXfY,iVea3,9g6o2,zsVrF,c7QFW,V4kbW,bbqKP,G1JWL,86cn6,AEtes,WEuNs,txjlM,IX12m,HIVEY,r0s0c,vzktJ,gYvEp,SpKff,Voi5p,zJL2x,JAH4X,AZ21I,feqIX,kbikz,xTZ65,0Z9l8,gCv2d,7GNzy,FLPD9,K54wL,qaJhE,zfLsV,Fm0OG,ZhvPK,1sz8m,76QIe,FnX6l,D9G1g,FDEpo,k2UPy,sBFV2,XUiBY,jsgRJ
Zn39b,Np18S,zv6NU,mv0eL,DlU2i,tpbvl,L9158,psLYT,l99M2,a3R79,gSOH5,YRsxa,nH7wB,anMMd,PoOf1,1qKOh,DSquQ,0nKLs,II3KH,Fw6Gj,TszC2,A57oU,GwV5K,iAH5K,0I9qx,XQnUb,wGwNP,pfcIc,XyzkX,JiCNn,wX4yc,nwY2A,PNeke,fzacG,PyZhG,q9qV5,YawbX,8j1Yc,bENfd,NDAQI,JxsBo,7692,clwFy,Ut2cm,ZZswx,liYe2,UxUso,MRUGZ,4xLn4,6wBNm,q1hHa,IGkCZ,NNP2R,8LQqf,JYejq,UKyXz,yVr2U,D5w6n,JJ5wU,3BlrE,38DJW,2FUwV,9W492,neIgo,bAZOp,XUbdU,HCTKx,wieHW,xPYGE,AjIoS,aAsUV,8DiHY,dNSAS,2cxDA,QuSHI,8WkTR,L2C9a,cM83b,KJ3t4,b9Vvo,vcwsD,teMHW,IVQz3,IeJjn,DXikd,HiXXj,hNmrM,CQRrd,45OVM,K7qCy,o1apR,7X2WE,44xxS,Qd9B7,qFeF2,iHrGq,T5SHf,7MhuI,QvDfa,zAfWL,LxPgj
as45W,Yx3Vy,HkoqA,j5X5B,fy0YC,TDRxr,mnkVW,XLpn9,A70Y7,wrIsf,B0Qhn,c458K,8REC5,2RguV,BzqKa,89ekl,cl94v,zYc5D,BbDDJ,JaWRV,HtkI8,SR7jB,Zsv9r,gMM70,dynzj,d0VZY,YZ8ge,ocv3i,WUgZD,EtroL,RKNbZ,QLDac,YtIOz,kQk9d,dsqmj,tKVPs,uq2Rn,yv93f,x9X9n,JOWTg,ML4N2,ta0Qx,QRvSB,nxaQl,95nPs,zv7Pp,digLy,YeVus,SOStY,Fhtj4,3P3bP,p6DQa,9nx9b,7beYW,qjJMc,TqTLd,6eCGL,4.10E+60,tN6G7,nx5mC,Qx4hU,2MskJ,vL34s,zar9P,mUBAZ,5RpZ2,p0ShH,htZfo,kamk1,L5sxm,i7u7c,xmwVx,DlTPJ,qIq22,VCciP,DYEaW,ABtDD,2hNPb,dSwWH,ZKral,k9Bbj,4fbmF,VepoK,8ZxF2,N9fDU,73oQm,YI0Zh,Nr2Sb,WFziV,dD3vp,jsGQe,NmRpp,LGz0K,BBPVk,AYfJb,5ylnc,UnCBG,SVGhe,TfAyl,OIQYs,l2Fbs
UpxQL,jUiwN,wuot3,1z1Sz,1mfqR,Gmf34,VKYoD,d6fZs,eVaSe,gpESw,OYkAC,22sO5,z5XQC,gfbr4,0oNq4,PB1Zn,ikK4a,Qidpg,CrwMt,fkUxB,5h3yH,kNHW9,wJig7,msEfH,kB8jy,ieub0,3vDmu,Amg7x,yUxfJ,h6SRz,b1YuS,Dkakl,Zsz0k,hm39t,phaLc,rOHO1,Zv2nC,5DqKP,ceg7D,qn9YX,pl33f,09ac8,qAqD6,nANHe,d08Y2,RYLQ0,o50en,PR5EA,RpFF5,Q80c2,S1cNb,GZWow,fxwBe,z6V8H,7qae8,s52a4,V229s,xWImn,Xag1j,fOKiR,leUKB,KqXJN,d2Z05,viJXT,HOPLt,CSBxK,qAjzY,mztDu,8RaYx,VnlNj,OrMLa,JQVeG,Pffzi,kzN1I,IfjnE,uJBqz,7sGJI,tMrVx,BHPKC,4PnG7,t9dgw,YIqUM,4-Jan-02,NW35u,mcbTP,1kEUm,UZ34P,lCBrP,TePc0,ZOmnN,c3A1h,Ujsnb,Ywuze,Ry76r,F7K2n,fe6cs,EpEch,EL7KS,WwDST,he7dn,j61k9
LoeEU,iLYmK,DCweW,0j0vj,bxmyQ,SpP0D,OHWi7,7KHBU,Nv7bT,ACp1J,hThvy,OYQgs,SewKB,FpFJr,urNhF,UmMkv,gf6Ie,xRtx6,eYT3T,1GVfq,p5fVk,SFpGF,q2Zdm,r0ddC,qDZHa,zwA1M,AMn6A,NvnTk,HHRbM,mOA7S,7jFmp,hKeMP,u8slG,UFAW7,peWeE,5dYsl,i009E,wnHOo,ahk6r,U0E43,ctE2I,tT8QJ,Zbcr4,YYeDH,cbLiB,PqTzt,f3BoN,9h2Il,2eTMF,12BRf,r93kW,eJO9L,jHXix,C3nNx,mJZ2F,cw94L,PPVNs,HbxAa,Oa7L4,IlwVk,ujuE0,qrBPF,hhCVQ,AaRNz,gDob4,ff8Bj,wtxls,IHIL3,lddJx,tf0xb,l10Ov,27NuJ,p6Tpj,1Fwpd,Nebst,Iq6Qr,zaira,WEtgh,tcY9Z,XZ6NF,wq1qn,ph0hk,0eGe7,i6P9S,kc2qb,s9L3h,AGqHZ,WjN0I,Sdo0g,RfLOY,8rMQ5,EAzex,Fdu2I,pYAJy,26-Aug,QcghJ,nj6n8,k4TFj,kyF5A,3yjmS,Fq7sY
e1kkg,MYLeO,j4jYl,wjklw,W7f71,QBjjz,xvr3C,Dbc2u,x1yOy,6Ab8l,RscNv,V1JmD,NDA43,7vstl,WpO6m,Oz1Vr,S26DI,KvQIn,BHzHs,W5PN0,BM8kF,iCJ3G,M31pz,YFsBo,BjAGV,5tybV,lE9Re,3w6Ti,SZqIZ,i7ZaW,SLyA5,aJRQ8,r6YUN,eDOZJ,8vzsM,u9QDs,3CuEA,Glhnz,3gNkx,gYNml,i9YV6,RqtrY,7KzM0,xdD87,HRZUc,LNad9,Ujn9B,rJYaX,loQKT,BC0no,PV3A8,4aDmE,FtNKm,4aOXR,w1DlZ,c0zp4,SjTuH,D8rTl,KRRyp,Crlpb,3Drq6,jBZkt,PR1GI,lENtM,Dn8Ys,pod5n,XAuwT,vqCiq,Fa30p,PA5iP,ehM9Y,PLKQq,oAgFG,o4Fz9,e7PFX,UJov6,Xsaam,dqUR9,QPHDG,jWHzM,umsfi,kXmgL,k4IDB,TQOhU,uwJlV,fBQgP,wKUc7,PBzQE,dXA0F,QlyP8,aI1ec,kaaOd,1.40E+53,iVlA8,zOQ38,Pwe2p,Xjybs,TsZd7,X5sSK,Ilz1P,YB3xP
CUNDm,1dwoA,JLSFn,nvrcY,oCvkG,udSHe,4maHI,SVUIP,LoS6z,2QCkY,IspuW,4tEap,C8n4z,UVHRC,iPhHH,Y8boD,YuFex,SVQLw,tVHge,JsROw,rmZAX,uItKe,O39Mm,pVK8y,K4Go1,GYktO,MUagW,M6FRt,7TFNe,pNQX8,Bano0,NzeXE,2WImk,ZNmQ4,mkHQH,t4PV7,jhYUC,ok6fw,qTCgS,C6uIE,96Y3k,4nGKp,wUE5E,Cgaji,zsPbd,DBtEW,85zGG,h3Dro,Cw4fT,jf4YV,3shsP,JeZYt,y6K3f,J1Rpl,x8DgT,LKmIu,Yg0DY,tcWD8,0APwf,5RAXG,HjNmr,jdLHC,obXJa,hLHA2,1UeQE,OpJfm,TvsMx,1NEjg,fIh4s,7AaCV,2QN7d,z5M0O,u777a,255,eGLdA,FcRXz,N8vIM,p6HfJ,WioYd,U0Pcx,aYIIc,XuDlf,3RO5A,rmlko,AHdH1,zbw6D,a7JHi,XPwme,uTj3A,cheUk,ZzfNT,zVano,LgD7s,lHSCo,wHwcr,qngsE,wakTx,sN31t,9xVCD,ZUQ4p,O5JDI
a9hvP,j519X,OSHWn,59T0T,o7Jqg,i0l0t,0XvFt,JNVqw,b2RqA,qGPJ7,1kan9,dixKr,nVdPn,efHUB,7daJs,LbsrT,Ebbcz,VsvhW,9wMt6,vkW9J,p85Ur,PYIPP,0bmwv,tng29,YTtlT,MFryi,GgTul,yeN6G,SaCy9,HtjJA,EEGAM,eFTB5,tYGuI,zjJYv,h64Fi,tXEgT,99bDy,KrYST,vtBMI,wJHlg,VAEbj,F4AW8,ra2Fl,7PTqm,6V2fa,TXPcv,QALhQ,KUMAl,ugIa0,LjYKm,WwaOM,e1Evv,034Xx,6.51E+04,Pr3Ei,1HWPg,toAWu,aTpxr,jN1qb,NpB2A,RQozL,cKj3J,GyvAp,BwFHM,m2IC5,kcZwu,txMe4,qMEnM,y00xu,UCf5j,8RPwr,GQyWf,f8se3,yrGMe,DhZFE,3x7Gz,9ANhV,BMcDm,3w0Q1,mgdf4,Ih1ee,8hkrN,dlqyJ,D9qPK,bDmP5,o4paL,cofsK,Lsyhq,RRnsc,o9wUV,QcQR9,NhtBt,UUvYk,wArOz,YMdK3,h4KOO,Czczy,EYVlB,vLeaH,MAhmE,uBQqZ
dlesK,NlbUE,f0DUw,UGvQN,BRJj7,MzhF9,ufaP7,l3Bpy,aMa0h,fgteT,ykOMo,Qe2HL,KbWl0,5Isag,gJLqY,2qAfc,XUI64,ScRgs,pmlDS,FiOHZ,58gc7,22xPy,vbMh2,o0UiL,Lj4wH,zncer,53Nca,HmBKX,MJS8f,37yHP,fuDHl,vbVHw,ZOuLb,sRaDf,IivAj,XN88H,M4jHa,tkLfd,KI9JK,2RbFu,utAlI,7hCwF,wkhCC,M82LF,qED8Z,88rAn,44hp6,1.00E+229,6GQNw,XP0er,lGs9f,1EF97,L5SBO,QlmaT,1B993,E1Bak,hTy6O,jaP4h,MDJDx,x06f5,odU5F,vNeQq,JB6cb,x8C9O,fu2MZ,Ki9ip,BlsfB,YBI30,HHPf9,mwb8q,8Zhca,Wx3tP,HlOIf,qZx93,eWFYZ,AYbA2,AXg67,KRb8O,c2jtF,Oh4sr,RUDOX,AyfY9,I1k43,7XVve,zg36d,sMqte,swCwX,T79xZ,hJxWQ,iG0kW,l3ldM,VJuOR,YUMDq,lZtCr,Xp4ZB,A1LGR,i1Q9p,nr5g7,osIbb,3lVFO,2kvgc
atV8h,6WpYJ,s8yUE,UfxHK,ILUXh,DD10B,JO10K,5mcLc,HZXIM,1nfZ9,6tCWc,eUodO,3takG,o0L7v,WfbUq,VkqTI,OFdgD,wvB9C,uZe6k,CalbS,HZc5c,5YhKE,zfgZh,rK61j,3qA8A,QP3sK,kdY22,7dkGi,HEdmX,1NRLi,aPvZu,9v7RS,TODxb,XWswF,qzZ3a,3mur0,idlwZ,eDAdM,Jo0kl,BAPm0,H0wc0,3ZzQz,3Uosl,q3Jr8,sFTfk,TqZ6C,h1l4p,QV2c4,BGEVY,6j8wa,200ps,7eH5f,ODVFg,RGSyC,7W0ZR,ofaDO,2TFKY,bY5WX,271bd,vvIUT,9LjZW,7XLBR,S3e4E,4q1Ix,UctHu,8DFX6,nJXsL,O1D7n,8967,zJPpy,zZ4WZ,09PZF,vmKQl,IsXb6,XmPZT,JpQBA,3Eaok,MDwLR,Wx2kf,aFn2I,0172e,AKi9d,vTMve,VPNUu,7RiUE,QGz8I,7TPjr,wuimf,Qvx0g,mU5FG,2rsPL,pLR0X,Ik16h,kSZM7,9pdXn,KH5py,HjNFO,OUfTg,JMvtc,rVOdA,CEsGS
QlWk0,Bjlw6,C4tVu,7YDT1,K8dTO,zx9R2,iwm1l,LhvWj,j0rLk,xcM4L,XwAiD,F9doE,OuClv,nrO8U,hA13Y,6EwkW,kiqXw,8CLgt,tIoMr,yOr3o,1d0Wa,ARzFD,ZtdE6,RqMs4,1eWyJ,XFKeY,SeUqU,vV1OW,N55QK,H2DS9,rDKyz,mTXmc,0ZsSD,lhf1J,VkM6q,W7eiS,kujri,2J4vd,mJyKm,tfbkV,DVOt7,3BY3e,u3WKc,JXapY,dYtDV,2kn0S,WpVVB,7bQul,OXYJs,MMnFF,IKEHF,xfcUY,Lw2wH,mLTlV,a4nnD,HCITG,y04mE,lhDGz,jYMwi,13-May,RT5uE,qpJ0A,R3nNI,qa9nn,WKKz3,mYVZB,BntEL,xp4dT,P7iHz,ZA1Ih,gvtmj,nQ2Ep,91H08,FUu8Q,ALNyY,vYwGb,0R1VV,T602M,gKTCH,kMAvt,FC02t,8p2F9,j9RZt,T9knC,ms1Ks,lwT6z,YkmkH,DlywV,2sQw6,aN3OG,e6UBq,dXDJo,ZV7rj,xfdVt,C7RbR,mWqCm,p38e6,1PJjp,cXb6d,URQBf,ySRG4
DWrwr,XLESO,AbtEJ,g5qOD,p1rCU,ktkNH,sGepD,7gAer,7HHAg,QBBQr,1FqIN,6EJjW,ePXaE,zsqvd,JfuYU,PNqsD,7x9hm,mezCn,LHugg,VGvjT,vmdTG,Jc8Ue,heVrd,I4ZJf,SWOd9,QVtr0,9rqQ4,PD5lL,ylPHP,0KVkD,DFsX6,bzfEz,1kCft,SCmgo,mtOJl,PKnbJ,QzDsl,iSXoz,VS87Y,cSxOO,c6cCB,TiVoU,j1HEA,MpO5d,baBrV,rnSAq,JXqWT,Feb-40,Lkb42,J1JsR,7Eb5Z,Aso5s,qGlWq,HMOvR,YAJ5n,omvG8,oqO2R,Ohytd,GJgxc,BzfDz,mZl3U,T6XO7,7NDL4,tWIbj,8WptJ,ylFFC,mfyOt,h8uh4,Nw2AC,71ms8,qjslo,rU8uK,fM2VV,QNu0Q,5swaI,TPc2X,jPUSM,9lysB,7MZA7,8ACt5,CG1Hp,ryNqK,l8W24,r6SUX,baNUy,zmbrm,3czR8,A8VCN,6wMO8,RuZTm,ZUvMa,HPNwx,XdRet,79gR3,TGn9H,QTSG8,MGYKm,hAoui,7VdpN,IdIPx,AF3ik
mjvTe,5lRL9,5kEeI,hDJUx,QS1wC,esaMM,Q3wcv,NKbqO,tMJz7,5Z1Xj,lgjAu,1Ps4x,9bAbw,gt3Mg,KMzXS,9zKYR,CSx3G,LneeJ,4.22E+05,ezfDg,yBBPI,KOFqc,Oj5Gb,hxouH,TNgUm,o8y0P,QIGm6,tgaKq,AnTuc,OJ6Q8,sYnDT,GMCq3,bvz5w,xFgSp,5QFpl,5Bwsj,43Hsl,DMbxc,X5Sbf,io1pk,L8koZ,yvkmc,vE8fa,8fyXO,YvNfz,iM6lr,LOcXN,y8mkO,m1oU8,T5i7k,UiZc2,slPot,AENd6,8BOu3,7uHhl,nX8mJ,bjxgH,gR7f2,GmPOr,uTS5I,x0oFF,KywDL,mVddi,8nYFU,38bKp,iH1y6,drsaP,Ctk2l,bf4bI,oy2uV,Fwp9H,hcgA4,niLt0,mKkhZ,C6BG3,xvIQv,akKrv,RP9WD,HJf5V,NMwu8,fuczL,dpctn,0b8RD,YIAFn,Y8aTn,kY9xF,Mwlcx,wjntb,3uWva,jTris,HEBdC,j6pol,3kC0l,PRLeT,USl3E,dBTXN,nepEY,WtYHS,4w0E1,hEIPB,XW0W1
V1TkH,OuXwa,X3PuO,LU5GC,RhbzA,6.70E+06,Wp0iN,GPPvl,Jsppr,dTO9r,NLiEd,j208i,7SF8i,WE1c8,2L4zO,l00Tq,jhDui,SO83B,EWpsB,1P4AQ,VbItp,2pSjq,sYE5Q,clwbO,GIAD4,Kq8oR,BcW3C,Gff7m,oVO3C,bF1Hl,FDEx2,EqZMH,EzSNh,sIPkB,Ky6LY,XvvRg,B11yM,ccyYD,DI4bl,neYyF,8t4Iq,wiyoN,2pCvo,h8ZzK,fM3W2,I7YLz,9ssVL,c3H5J,Dyp8z,VT0uJ,h6KRw,0RjPZ,JIr2V,QOKbc,VVNK5,LCmUF,EuDhP,Ep9ci,aeju3,y3UtJ,OC4Ci,kT56z,3SKY8,GI3Ai,wXfpJ,jVgGW,vAner,6MKxG,BjKWs,8TEty,crwz9,Osi7U,SmTWp,cooJf,SNp1C,DGAjW,FObiR,z94XC,mNs7I,lUo0e,9b4JK,VKRXw,gSLmj,EEODa,A2ZHg,8fb69,fXb8h,rtFwt,YIXDd,dNM5T,R7hHI,aH5V6,w2Ewb,6exCE,8ZJBk,Z5urt,blHIt,NNfzA,pAdiR,841ly,rDG9M
0aOOx,SHxHD,alHnN,RFDdY,2kIEV,ATMCP,jAiBR,35trd,zSoZy,Y0Y9q,HTmLh,pxHDK,UYfNN,ebfmQ,ITGJm,bjDDR,Dzq03,sjI03,pSaFz,Waqj9,S3lPJ,70lvH,9KhDq,uVPDP,4wwFQ,3sanq,5TNQX,B1Z9d,4sYVu,A5Z4X,vLsib,pBHSI,pA68j,99qHV,QaZd6,9nreT,1j1LM,FWN7c,K1XEO,MCLYJ,UgMh1,DXEqu,0iuSP,kswfl,H56gO,asIYE,AvLWB,qNpGM,5BVJ9,qXHc3,7xZkM,SsuJL,vvxlf,phgGc,OVPAI,vZeau,kbgrW,kPuLi,GVGbX,oexhp,MSu7v,9-Nov-09,L3Mo5,VjDzx,W4Rir,eoIn9,LzMHd,gv7Wn,lLiZB,XOMyd,oYR73,lRobz,2Dn4c,CACby,YTEC4,bJzf9,VzPvf,FzYCr,HbO6U,VkgU5,XuXWe,az0Ea,sN3c9,WSniw,2Zgkd,uk68Z,9I9LV,ju6PT,Y5NGo,h0yr7,lvT2m,Nnm9F,Tpt3W,jOVsH,56Zw0,cokTc,EggMC,p2l4e,BohpX,q3eyy,woUVT
Id6xj,HHQrz,I7JuJ,mwGh4,Kk7FY,S0Vo9,AUMEV,dhdwH,5IX4H,Qrlym,rQTVJ,MTX3e,AUu54,qDSXb,0xmhK,HNQXV,Y6Wyo,m8Xij,1vcH1,W44pA,SlGxr,S84qo,SIhpe,rkRZA,vAn6c,8ArZx,3tnm8,RZxct,pHF37,3Ej6a,fPiWN,DEMQe,EJUk7,aLJz2,xNkaA,FdWlb,4.30E+86,FQj1T,ffqGj,qSjBq,92efq,7GOyO,Rm03f,fTmel,sJTUK,mizW9,RqiKE,3zIon,hD4ql,3uzgv,RN8k9,rOGVQ,aH8PT,0bDEG,JcFrN,lcQZ3,iK4iS,Im04h,MlRU4,q5YD4,NDgK9,oSS1i,4s1xZ,TCsBr,SswIQ,ewV9M,ZQJSb,ssKr6,KrmOa,qyvQd,xYHrM,apwTB,leNc4,tywQP,viwnv,mSILB,5Yieo,eQo1W,OtLkD,rm92z,ehnyQ,3pckB,3m8IT,YiqxM,W0dHI,3WJZt,ELuZm,T8Hnq,SN98c,dgyCT,CQJd8,PsnSX,tI5w7,m44eC,mijUL,wP1Me,ssQV7,CBcqS,OjHlo,C2mLu,4bZTG
6KUZE,O1MkH,I0nvv,3L1Cd,P3Hma,TLdfK,EhyH8,VJXFt,v7aSx,nVA2P,qUpt9,qXcO3,m5gdE,tOof8,6d0qX,J7xq1,Qf5I1,cnFK0,jJFKz,zfZ4G,rM30k,2Sb7J,K5x61,rPEFj,mjf2K,0UWxN,Eey52,OeqPV,quD9t,tU2T6,hl7tn,dSPiq,35T2i,URGC0,EUtZ8,GTXcM,TLa73,FdeEr,HeZXj,UAzJ0,7hUnh,7a1l1,3fRyM,Aug-77,8w27O,38KvU,S4buC,PYnLe,jWABg,kcWZp,n3Ale,0J4l1,l8nMQ,1grva,sTbYg,x6e9K,BJRKI,khQ7L,b4IHc,U6aeY,xWGWd,vMIdA,XBtPw,0rYhs,Pb4ZB,wK9Hh,8E20F,svqCy,4tMFl,tDLk6,yaulJ,o21eR,M6f04,AUrC3,twSxi,OJQcJ,IyyFz,Mzjut,HALWQ,0Mwyq,rRjZV,wX0hj,PWav6,2d2rG,K978q,5iOiI,TWRGZ,TGO2q,0lwie,ST2qu,rCYJo,jNfit,IIm1y,kcl57,DAYBg,zGfvQ,f7Tkc,Cpdmg,aZhBP,Ix631,kvpg6
